organization_name,shelter_name,sector,occupancy
City of Toronto,Women's Residence,Women,43
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,41
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,177
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,121
COSTI Immigrant Services,COSTI Reception Centre,Families,12
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,201
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,181
City of Toronto,Birkdale Residence,Families,87
City of Toronto,Family Residence,Co-ed,1
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,60
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,61
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,75
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,43
The MUC Shelter Corporation,Sojourn House,Families,177
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,123
COSTI Immigrant Services,COSTI Reception Centre,Families,3
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,202
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,179
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,0
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,43
City of Toronto,Family Residence,Families,61
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,75
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,51
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,22
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,43
The MUC Shelter Corporation,Sojourn House,Families,177
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,121
COSTI Immigrant Services,COSTI Reception Centre,Families,3
COSTI Immigrant Services,COSTI Reception Centre,Families,90
COSTI Immigrant Services,COSTI Reception Centre,Families,204
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,186
City of Toronto,Birkdale Residence,Families,92
City of Toronto,Family Residence,Co-ed,0
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,43
City of Toronto,Family Residence,Families,61
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,8
City of Toronto,Women's Residence,Co-ed,75
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,21
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,53
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,27
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,55
The MUC Shelter Corporation,Sojourn House,Co-ed,43
The MUC Shelter Corporation,Sojourn House,Families,177
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,42
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,121
COSTI Immigrant Services,COSTI Reception Centre,Families,3
COSTI Immigrant Services,COSTI Reception Centre,Families,90
COSTI Immigrant Services,COSTI Reception Centre,Families,204
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,186
City of Toronto,Birkdale Residence,Families,92
City of Toronto,Family Residence,Co-ed,0
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,43
City of Toronto,Family Residence,Families,59
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,8
City of Toronto,Women's Residence,Co-ed,75
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,23
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,21
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,54
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,27
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,55
The MUC Shelter Corporation,Sojourn House,Co-ed,41
The MUC Shelter Corporation,Sojourn House,Families,174
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,42
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,115
COSTI Immigrant Services,COSTI Reception Centre,Families,1
COSTI Immigrant Services,COSTI Reception Centre,Families,85
COSTI Immigrant Services,COSTI Reception Centre,Families,206
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,182
City of Toronto,Birkdale Residence,Families,92
City of Toronto,Family Residence,Co-ed,0
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,57
City of Toronto,Family Residence,Families,43
City of Toronto,Family Residence,Families,59
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,8
City of Toronto,Women's Residence,Co-ed,75
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,21
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,54
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,76
